uri,track_name,artist_names,peak_rank,weeks_on_chart,danceability,energy,music_key,loudness,music_mode,speechiness,acousticness,tempo
spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,130,20,0.76,0.703,F,-5.412,Major,0.054,0.103,95.997
spotify:track:3Oww84xrmgjyr5J1ilOmAf,Down Under (feat. Colin Hay),"Luude, Colin Hay",72,10,0.308,0.86,B,-4.111,Minor,0.168,0.0116,171.835
spotify:track:5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,The Neighbourhood,99,76,0.588,0.521,A#,-9.461,Major,0.0329,0.0678,85.012
spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Locked out of Heaven,Bruno Mars,111,12,0.728,0.697,F,-4.125,Major,0.0456,0.0556,143.986
spotify:track:4xkOaSrkexMciUUogZKVTS,'Till I Collapse,"Eminem, Nate Dogg",81,39,0.548,0.847,C#,-3.237,Major,0.186,0.0622,171.447
spotify:track:1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,The Weeknd,3,11,0.735,0.795,B,-6.523,Minor,0.113,0.0296,122.0
spotify:track:1XGmzt0PVuFgQYYnV2It7A,Payphone,"Maroon 5, Wiz Khalifa",136,14,0.743,0.752,E,-4.813,Major,0.0414,0.0188,110.015
spotify:track:0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"J Balvin, Bad Bunny",17,64,0.754,0.646,G,-5.795,Major,0.317,0.152,176.089
spotify:track:0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,WILLOW,138,1,0.764,0.705,D#,-5.279,Minor,0.0278,0.0371,101.003
spotify:track:1ojBtNRMzjL7ptLPZCzfRz,Thinking with My Dick (feat. Juicy J),"Kevin Gates, Juicy J",128,2,0.77,0.699,C,-6.59,Major,0.199,0.0596,81.003
spotify:track:7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,1,269,0.825,0.652,C#,-3.183,Minor,0.0802,0.581,95.977
spotify:track:0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,44,54,0.527,0.835,F#,-5.298,Major,0.0433,0.0166,125.983
spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,"Coolio, L.V.",116,22,0.647,0.514,G#,-10.05,Major,0.0593,0.0655,79.975
spotify:track:6K5ph5mq1qprHae3TrgTj5,"Surface Pressure - From ""Encanto""/Soundtrack Version",Jessica Darrow,23,12,0.652,0.583,D,-8.302,Major,0.322,0.0165,180.042
spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,122,64,0.484,0.731,C#,-6.694,Major,0.0379,0.431,101.654
spotify:track:0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),Doja Cat,36,34,0.912,0.655,G#,-6.029,Minor,0.162,0.315,91.942
spotify:track:6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",32,23,0.717,0.671,C,-5.077,Minor,0.0337,0.0018,110.054
spotify:track:4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,Queen,11,182,0.414,0.404,C,-9.928,Minor,0.0499,0.271,71.105
spotify:track:48QmG1dfvMuYLxMPt7KSRA,No Lie,"Sean Paul, Dua Lipa",80,34,0.742,0.882,G,-2.862,Major,0.117,0.0466,102.04
spotify:track:7gVzhRCrLRUBEGdS7zNTp0,Malvada,Zé Felipe,58,7,0.894,0.859,F,-2.981,Minor,0.0471,0.159,134.947
spotify:track:0bI7K9Becu2dtXK1Q3cZNB,Don't Be Shy,"Tiësto, KAROL G",38,32,0.77,0.787,B,-3.748,Minor,0.0583,0.198,119.986
spotify:track:0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,4,262,0.599,0.448,G#,-6.312,Major,0.0232,0.163,95.05
spotify:track:6hH6QJ9ZAO0Z6m7PfvLoXW,CHICKEN TERIYAKI,ROSALÍA,152,1,0.788,0.4,D,-6.454,Major,0.115,0.454,97.936
spotify:track:1zi7xx7UVEFkmKfv06H8x0,One Dance,"Drake, WizKid, Kyla",12,120,0.792,0.625,C#,-5.609,Major,0.0536,0.00776,103.967
spotify:track:2BEcap3xJtmiPaHKyfQi4e,Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",40,28,0.734,0.846,A,-3.425,Minor,0.0489,0.166,98.026
spotify:track:4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),"24kGoldn, iann dior",1,85,0.701,0.716,G,-3.671,Minor,0.0361,0.174,91.007
spotify:track:003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,98,87,0.352,0.911,C#,-5.23,Major,0.0747,0.00121,148.033
spotify:track:4bV5sf2B4hWBBd5HQ8S7KB,Nobody Like U,"4*TOWN (From Disney and Pixar’s Turning Red), Jordan Fisher, Finneas O'Connell, Topher Ngo, Grayson Villanueva, Josh Levi",157,1,0.905,0.631,A,-10.06,Minor,0.177,0.129,105.026
spotify:track:5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,19,0.631,0.518,C,-8.771,Major,0.0303,0.274,93.023
spotify:track:21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,1,134,0.695,0.762,C,-3.497,Major,0.0395,0.192,120.042
spotify:track:5kqNIqFjijuzvVLhuY9B8j,La Zona,Bad Bunny,60,7,0.762,0.801,C#,-3.661,Minor,0.0409,0.2,93.992
spotify:track:3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,108,75,0.566,0.664,E,-5.303,Minor,0.0464,0.634,128.945
spotify:track:4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,12,87,0.357,0.425,F,-7.301,Major,0.0333,0.584,102.078
spotify:track:7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,77,6,0.899,0.713,F#,-2.752,Minor,0.366,0.255,90.051
spotify:track:5719MEdRQcH4c3phXqX7WN,Mal Feito - Ao Vivo,"Hugo & Guilherme, Marília Mendonça",72,10,0.732,0.831,C,-3.791,Minor,0.0691,0.554,123.942
spotify:track:4UPQiDmYScn2C6S2C2WATY,Just a Cloud Away,Pharrell Williams,165,1,0.888,0.459,D,-8.154,Major,0.0357,0.426,112.56
spotify:track:4UG2Fm0E98LhE2dlNxiAXx,this is what falling in love feels like,JVKE,142,3,0.424,0.438,B,-5.53,Major,0.0553,0.617,128.983
spotify:track:2N8m6CYs74qQO4mjVcXO30,Dance Monkey,Tones And I,1,140,0.824,0.587,F#,-6.401,Minor,0.0937,0.69,98.029
spotify:track:2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,12,44,0.395,0.443,F#,-9.72,Major,0.133,0.765,168.924
spotify:track:2ZRo7axmMPeSVUvDbGkJah,Hope,XXXTENTACION,42,35,0.592,0.457,A,-6.081,Minor,0.0603,0.661,146.04
spotify:track:5W1qmxHrMlQGGAiFA3ZQqP,Se Le Ve,"Dímelo Flow, Dalex, Sech, Justin Quiles, Arcangel, De La Ghetto, Lenny Tavárez",110,12,0.562,0.755,G,-4.367,Minor,0.112,0.0967,83.997
spotify:track:07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",24,29,0.773,0.47,D,-7.93,Major,0.0299,0.0153,94.995
spotify:track:0nrRP2bk19rLc0orkWPQk2,Wake Me Up,Avicii,13,68,0.532,0.783,D,-5.697,Major,0.0523,0.0038,124.08
spotify:track:2dG9k8jtnkjzJjUToz9i9i,"Residente: Bzrp Music Sessions, Vol. 49","Bizarrap, Residente",18,3,0.586,0.74,C#,-2.997,Minor,0.404,0.555,71.378
spotify:track:4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,"CKay, Dj Yo!, AX'EL",14,27,0.579,0.596,G#,-4.823,Major,0.0561,0.436,119.9
spotify:track:3vySEUpD0tc801F2WZDLYw,Freaky Deaky,"Tyga, Doja Cat",83,4,0.799,0.653,D,-5.453,Minor,0.037,0.019,104.019
spotify:track:29m79w9xPMH4YCD6r8JSmV,Excuses,"AP Dhillon, Gurinder Gill, Intense",56,10,0.837,0.717,F,-7.749,Minor,0.0822,0.0842,94.984
spotify:track:48q0vSHcJdhK3IiXH8C5WJ,Why'd You Only Call Me When You're High?,Arctic Monkeys,104,33,0.691,0.631,D,-6.478,Major,0.0368,0.0483,92.004
spotify:track:285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,3,194,0.511,0.566,F#,-7.23,Minor,0.2,0.349,83.903
spotify:track:2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),"Gesaffelstein, The Weeknd",12,21,0.658,0.671,D,-12.21,Major,0.0363,0.0933,100.966
spotify:track:4kXxEhuatrvwrTQycA7s9B,BIZCOCHITO,ROSALÍA,180,1,0.93,0.774,C#,-4.203,Major,0.0744,0.605,116.972
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",4,76,0.808,0.745,A#,-5.26,Minor,0.342,0.145,165.995
spotify:track:22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",149,22,0.633,0.927,D,-4.468,Major,0.0839,0.0267,146.097
spotify:track:35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,1,74,0.737,0.802,C,-4.771,Major,0.0878,0.468,144.015
spotify:track:7BbaIYAdi3pg4MGl6PHwPv,Monëy so big,Yeat,184,3,0.693,0.575,D,-7.633,Major,0.0906,0.121,138.016
spotify:track:161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,45,50,0.498,0.59,C#,-4.721,Minor,0.032,0.511,145.867
spotify:track:4kroNlz8BTfswE4M0i3YCh,HENTAI,ROSALÍA,186,1,0.583,0.297,G,-11.273,Minor,0.406,0.879,124.279
spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Ain't Shit,Doja Cat,22,21,0.855,0.488,D#,-4.601,Major,0.208,0.506,124.097
spotify:track:02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",5,55,0.586,0.616,F,-7.964,Major,0.0324,0.182,148.088
spotify:track:0IGUXY4JbK18bu9oD4mPIm,TOMBOY,(G)I-DLE,189,1,0.755,0.87,C#,-2.414,Minor,0.0936,0.00988,124.032
spotify:track:6RUKPb4LETWmmr3iAEQktW,Something Just Like This,"The Chainsmokers, Coldplay",2,172,0.617,0.635,B,-6.769,Minor,0.0317,0.0498,103.019
spotify:track:2USlegnFJLrVLpoVfPimKB,Thunder,"Gabry Ponte, LUM!X, Prezioso",110,16,0.67,0.896,C#,-4.673,Major,0.058,0.0342,101.216
spotify:track:39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,52,38,0.695,0.884,F#,-2.278,Minor,0.0753,0.0561,103.014
spotify:track:3rq5w4bQGigXOfdN30ATJt,Do I Wanna Know?,Arctic Monkeys,117,34,0.548,0.532,F,-7.596,Major,0.0323,0.186,85.03
spotify:track:53RxHysDJ0cjugMcPymwja,ABALO EMOCIONAL - Ao Vivo,Luan Santana,194,1,0.441,0.915,D#,-4.096,Minor,0.112,0.306,185.936
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,Señorita,"Shawn Mendes, Camila Cabello",1,138,0.759,0.548,A,-6.049,Minor,0.029,0.0392,116.967
spotify:track:3UmaczJpikHgJFyBTAJVoz,Stan,"Eminem, Dido",138,6,0.78,0.768,F#,-4.325,Minor,0.238,0.0371,80.063
spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,19,122,0.459,0.575,D#,-4.858,Major,0.0573,0.604,111.881
spotify:track:7H0ya83CMmgFcOhw0UB6ow,Space Song,Beach House,174,10,0.508,0.792,C,-7.311,Minor,0.0297,0.229,147.067
spotify:track:5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,7,268,0.358,0.557,A#,-7.398,Major,0.059,0.695,85.043
spotify:track:60ynsPSSKe6O3sfwRnIBRf,Streets,Doja Cat,9,45,0.749,0.463,B,-8.433,Major,0.0842,0.21,90.035
spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",1,5,0.621,0.782,D,-5.548,Major,0.044,0.0125,128.033
spotify:track:4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,1,19,0.52,0.731,F#,-5.338,Minor,0.0557,0.342,173.93
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,"Bad Bunny, Chencho Corleone",2,14,0.911,0.712,C#,-5.105,Minor,0.0817,0.0901,92.005
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,4,14,0.65,0.715,F,-5.198,Minor,0.253,0.0993,106.672
spotify:track:75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),Kate Bush,1,11,0.629,0.547,A#,-13.123,Minor,0.055,0.72,108.375
spotify:track:5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,ROSALÍA,6,2,0.919,0.623,G,-6.521,Major,0.0992,0.184,130.037
spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Efecto,Bad Bunny,7,14,0.801,0.475,G,-8.797,Minor,0.0516,0.141,98.047
spotify:track:6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,1,9,0.44,0.317,G#,-9.258,Major,0.0531,0.891,169.914
spotify:track:3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",3,14,0.647,0.686,D#,-5.745,Minor,0.0413,0.08,79.928
spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Steve Lacy,10,5,0.686,0.494,C#,-7.093,Major,0.0355,0.613,168.946
spotify:track:6Xom58OOXk2SoU711L2IXO,Moscow Mule,Bad Bunny,2,14,0.804,0.674,F,-5.453,Minor,0.0333,0.294,99.968
spotify:track:5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,13,6,0.835,0.679,G,-5.329,Minor,0.0364,0.583,124.98
spotify:track:7dSZ6zGTQx66c2GF91xCrb,PROVENZA,KAROL G,6,16,0.87,0.516,C#,-8.006,Major,0.0541,0.656,111.005
spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,Bad Decisions (with BTS & Snoop Dogg),"benny blanco, BTS, Snoop Dogg",15,1,0.762,0.861,C,-3.296,Major,0.0955,0.0185,120.048
spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,13,10,0.704,0.797,C,-5.927,Major,0.0475,0.0826,139.994
spotify:track:0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",7,7,0.881,0.592,D,-4.898,Major,0.0324,0.619,101.058
spotify:track:3LtpKP5abr2qqjunvjlX5i,Doja,Central Cee,15,3,0.911,0.573,F#,-7.43,Major,0.288,0.38,140.04
spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,BREAK MY SOUL,Beyoncé,12,8,0.693,0.887,C#,-5.039,Minor,0.0795,0.0581,114.942
spotify:track:6HMtHNpW6YPi1hrw9tgF8P,About Damn Time,Lizzo,9,15,0.836,0.743,A#,-6.305,Minor,0.0653,0.0974,108.965
spotify:track:0g2Bbgy7P41pFjMWJuzsf4,STAYING ALIVE (feat. Drake & Lil Baby),"DJ Khaled, Drake, Lil Baby",21,1,0.718,0.461,E,-7.676,Minor,0.0797,0.068,129.953
spotify:track:41oY4WCTj5kccfesTVFnvN,Tarot,"Bad Bunny, Jhay Cortez",9,14,0.795,0.684,B,-3.971,Minor,0.0419,0.0225,114.011
spotify:track:2rurDawMfoKP4uHyb2kJBt,Te Felicito,"Shakira, Rauw Alejandro",13,16,0.695,0.636,F,-4.654,Major,0.317,0.234,174.14
spotify:track:76OGwb5RA9h4FxQPT33ekc,SNAP,Rosa Linn,26,5,0.565,0.636,C,-8.198,Major,0.0638,0.107,170.01
spotify:track:1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styles,2,12,0.714,0.728,A#,-4.595,Major,0.0468,0.298,114.996
spotify:track:4tYFy8ALRjIZvnvSLw5lxN,Party,"Bad Bunny, Rauw Alejandro",6,14,0.829,0.799,A,-5.389,Major,0.0897,0.0151,97.013
spotify:track:0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",10,10,0.733,0.67,F,-6.009,Major,0.0751,0.121,100.964
spotify:track:3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",7,8,0.529,0.673,C,-4.711,Major,0.175,0.000307,165.921
spotify:track:5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,32,3,0.733,0.69,A,-5.529,Minor,0.0427,0.0635,116.992
spotify:track:4h4QlmocP3IuwYEj2j14p8,Sunroof,"Nicky Youre, dazy",28,14,0.768,0.714,A#,-5.11,Major,0.0401,0.352,131.443
spotify:track:4zN21mbAuaD0WqtmaTZZeP,Ferrari,"James Hype, Miggy Dela Rosa",36,10,0.847,0.69,C#,-7.877,Minor,0.0493,0.0127,125.004
spotify:track:1797zYiX4cKosMH836X9Gt,La Corriente,"Bad Bunny, Tony Dize",17,14,0.663,0.786,B,-3.51,Minor,0.195,0.229,196.12
spotify:track:7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,83,0.791,0.862,A,-3.24,Minor,0.11,0.037,123.994
spotify:track:0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,26,10,0.801,0.601,G#,-7.574,Minor,0.255,0.0777,159.969
spotify:track:2LBqCSwhJGcFQeTHMVGwy3,Die For You,The Weeknd,41,26,0.586,0.525,C#,-7.163,Minor,0.0615,0.111,133.629
spotify:track:0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,30,14,0.539,0.508,A#,-6.05,Major,0.0288,0.727,101.358
spotify:track:0wHFktze2PHC5jDt3B17DC,First Class,Jack Harlow,2,18,0.902,0.582,F,-5.902,Minor,0.109,0.111,107.005
spotify:track:6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",33,4,0.577,0.574,C,-6.525,Major,0.0278,0.572,94.009
spotify:track:1dm6z1fWB0cErMszU25dy2,Después de la Playa,Bad Bunny,7,14,0.564,0.903,F,-3.221,Major,0.307,0.356,78.293
spotify:track:3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,Rels B,53,1,0.627,0.429,C#,-8.255,Major,0.234,0.238,126.426
spotify:track:4hceSKjrkDTO0nMKFcb3sj,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",45,9,0.82,0.752,C#,-7.635,Minor,0.0648,0.0584,127.999
spotify:track:6DoL1yYIwEW7VZMRaJhoJI,La Llevo Al Cielo (Ft. Ñengo Flow),"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",53,12,0.795,0.845,A,-3.809,Minor,0.135,0.105,170.023
spotify:track:1Hohk6AufHZOrrhMXZppax,ALIEN SUPERSTAR,Beyoncé,24,2,0.545,0.641,A#,-6.398,Minor,0.0998,0.00453,121.892
spotify:track:59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",10,15,0.463,0.642,C#,-4.474,Major,0.34,0.314,83.389
spotify:track:5CzixCxDkRXX9mScCmah8O,Un Ratito,Bad Bunny,10,14,0.787,0.546,C,-7.094,Minor,0.0532,0.305,93.05
spotify:track:2bbwjxA68m9PHZFWgF1fze,GIVENCHY,Duki,25,3,0.607,0.619,G#,-6.726,Major,0.396,0.142,102.974
spotify:track:31i56LZnwE6uSu3exoHjtB,Neverita,Bad Bunny,15,14,0.876,0.498,A#,-7.511,Major,0.0478,0.0706,122.016
spotify:track:09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,The Weeknd,1,42,0.461,0.593,C#,-4.954,Major,0.0356,0.17,134.17
spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,11,7,0.532,0.623,F,-9.208,Major,0.0331,0.538,89.937
spotify:track:2z9YkcLojiOE7Eu2p9lPZR,Normal,Feid,57,5,0.712,0.557,E,-4.861,Minor,0.115,0.0397,170.079
spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,Beyoncé,30,2,0.78,0.689,G,-5.668,Major,0.141,0.0368,115.042
spotify:track:1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,"The Weeknd, Gesaffelstein",17,10,0.323,0.737,A#,-4.008,Major,0.0338,0.142,113.26
spotify:track:6wtZPYBIXUvCpXwVjMCJBf,ULTRA SOLO REMIX,"Polimá Westcoast, Pailita, Feid, Paloma Mami, De La Ghetto",44,8,0.909,0.824,C#,-4.627,Major,0.0797,0.0777,109.97
spotify:track:4cacyP5c3PMlfnyjpg13xW,Betty (Get Money),Yung Gravy,78,5,0.723,0.772,C#,-6.784,Major,0.0792,0.00524,102.004
spotify:track:7gwT3HGL84vF7bgtwL1N88,Ojos Marrones,Lasso,72,6,0.809,0.649,G#,-4.433,Minor,0.0416,0.0407,120.014
spotify:track:2MuWTIM3b0YEAskbeeFE1i,Master Of Puppets,Metallica,20,6,0.543,0.836,E,-9.11,Minor,0.0353,0.000647,105.173
spotify:track:7MXVkk9YMctZqd1Srtv4MB,Starboy,"The Weeknd, Daft Punk",1,97,0.679,0.587,G,-7.015,Major,0.276,0.141,186.003
